Customer_Id,Churn_Prob,Predicted_CLV,ExpectedLoss,Action
14449,0.406199687250568,117.44305,47.70532878641649,Ignore
44937,0.953762604572437,118.65286,113.16666322454567,Ignore
13196,0.31721483559362007,484.34058,153.64001624168054,Ignore
46349,0.6073309867549637,423.37424,257.12829316061186,Retain
54853,0.8188080008952278,113.12886,92.63081608797043,Ignore
20444,0.731744670380201,421.74042,308.60630277525394,Retain
45606,0.9239238182621965,524.2656,484.3814980336169,Retain
31526,0.9801602710870291,457.7723,448.69022984808817,Retain
26223,0.6827147594245861,518.2707,353.8310500668751,Retain
26754,0.9942564063634378,557.35187,554.1506650352726,Retain
53213,0.9951389645850194,472.028,469.73347023827614,Retain
39696,0.36578793968346457,117.77367,43.080186774779484,Ignore
22235,0.9701972536654471,562.92975,546.1528960353893,Retain
55746,0.9735001796742624,652.34,635.053133352512,Retain
27009,0.4313283231696538,228.66978,98.63175472774839,Ignore
26503,0.9730997132926301,473.89963,461.1515918302898,Retain
50579,0.6949032684348999,117.6142,81.73048975492165,Ignore
10773,0.49565891727126316,211.82213,104.99152676523961,Ignore
41607,0.47248606616499983,412.89435,195.08682629657147,Ignore
23129,0.6193313137784434,212.9071,131.8600367379108,Ignore
54296,0.9779069955536212,388.2854,379.70700931333096,Retain
23926,0.953762604572437,118.65286,113.16666322454567,Ignore
26200,0.45530893453197435,54.920444,25.005769064092938,Ignore
31345,0.9713715409407578,301.1398,292.5186325606269,Retain
46006,0.8852959557237069,379.73105,336.17436157412385,Retain
34182,0.9347360792130962,682.73663,638.1785637467217,Retain
37902,0.8276073565206251,251.72209,208.32705486882756,Ignore
22796,0.7645137878357646,233.2446,178.31871140635522,Ignore
24701,0.9811023177185692,661.9406,649.4314694032316,Retain
17706,0.7997099251688508,71.64112,57.29211544246413,Ignore
51017,0.7037130613921416,251.8687,177.2432926229608,Ignore
38300,0.9083707182642222,324.63824,294.89187544959583,Retain
36570,0.8535210313146295,403.30627,344.2303872735516,Retain
21451,0.9783690202052879,144.09856,140.98156355405465,Ignore
58443,0.9038876850555937,534.69446,483.303735860737,Retain
56911,0.9331596158894362,531.4717,495.94790847330097,Retain
38389,0.8650683269106763,71.87472,62.17654179864505,Ignore
32770,0.7472489734574748,428.29648,320.04410372381835,Retain
35355,0.9766032878617626,213.2162,208.22764368591947,Ignore
15936,0.4907914329726296,117.42296,57.6301820042724,Ignore
26255,0.9526819500146825,118.29016,112.69290137555882,Ignore
27972,0.6305904735870155,251.8687,158.82600162930973,Ignore
40774,0.828458377298755,251.94673,208.72738040003898,Ignore
34171,0.7553033118822602,381.63715,288.2518003081433,Retain
21848,0.995579756670416,448.9989,447.0142169684286,Retain
16894,0.9907623946161646,610.41534,604.7765681679699,Retain
34973,0.9872741346612086,673.9428,665.3663046117414,Retain
54494,0.9357245450437826,593.90814,555.7344260548172,Retain
16971,0.8039291169034777,115.79327,93.0895783170234,Ignore
51995,0.7681722268332497,142.353,109.35161856834698,Ignore
19742,0.9904364055750113,430.7191,426.59986304668615,Retain
34327,0.5072751323794332,211.67656,107.37825471573002,Ignore
51093,0.9133520159791353,888.9078,811.8857091185284,Retain
31395,0.4306723979988374,340.8791,146.8072148403797,Ignore
46141,0.6359873167980018,117.56955,74.77274236216189,Ignore
46756,0.9626786071327218,633.85657,610.2001574100142,Retain
22694,0.2690261504792895,117.77367,31.684196094537437,Ignore
56042,0.9815250195735716,469.47028,460.79682172125354,Retain
21160,0.9371455069438842,468.73212,439.27019712496923,Retain
13626,0.2368461940200759,117.58243,27.848950550351113,Ignore
57875,0.961124831845305,591.1165,568.1367621503599,Retain
55390,0.8858284781802801,117.6142,104.18600494367041,Ignore
43512,0.8399424640174321,142.06845,119.32932473138085,Ignore
18190,0.8241957150800933,113.15447,93.26143125390426,Ignore
32604,0.8436089167190961,624.99854,527.254337194186,Retain
26971,0.8414366102455042,231.24,194.57380637531975,Ignore
47523,0.8397123753301724,415.92288,349.2555912656336,Retain
23775,0.6270066552491471,531.6872,333.37140966553505,Retain
40331,0.7057865447932126,117.63981,83.02859408059548,Ignore
14874,0.6791040730328033,54.3705,36.92322709094712,Ignore
16564,0.9851798827194517,437.28586,430.805230451325,Retain
16043,0.6314292186490706,117.67885,74.30586321250277,Ignore
17308,0.6572456860690766,679.9753,446.91081991424886,Retain
34358,0.502662224957184,144.29395,72.53111559863149,Ignore
44866,0.9427155706356226,54.536533,51.41243916291955,Ignore
38211,0.9964448223997109,580.8998,578.8345783865965,Retain
24956,0.9699894540946222,510.1426,494.8329504676209,Retain
59740,0.8902891242582969,113.15447,100.74019609534753,Ignore
23717,0.8376029804543456,116.49428,97.57595442023243,Ignore
54819,0.8962931134083116,341.75983,306.31697907511636,Retain
44590,0.703005676408147,230.9259,162.34222086385867,Ignore
36238,0.8487157270369314,212.489,180.3427547755116,Ignore
53883,0.9713503274697383,428.978,416.6879176944144,Retain
51985,0.3162777955734447,72.06425,22.792321222362574,Ignore
56466,0.9880771844194868,410.3902,405.49719111003606,Retain
14574,0.5701249039732864,117.6142,67.05478264357832,Ignore
46580,0.9526819500146825,118.09502,112.50699058669868,Ignore
46959,0.6878978155227706,251.72209,173.15907698192075,Ignore
31751,0.8414366102455042,230.13507,193.64407387321847,Ignore
16225,0.9871841044066917,501.67728,495.2478330127421,Retain
21441,0.3660892284370827,230.88815,84.5256658149188,Ignore
37245,0.9971491979899639,483.9594,482.5797391576685,Retain
27552,0.9766032878617626,213.2162,208.22764368591947,Ignore
40061,0.9970574648788517,460.91757,459.56130587785674,Retain
23313,0.8411273237055433,386.97775,325.4975614499797,Retain
39785,0.9900429624715258,600.4,594.4218188388749,Retain
36806,0.18076029494989138,140.75394,25.442723125465783,Ignore
51772,0.8264535225798652,212.9071,175.9578264898478,Ignore
43248,0.9970055126163753,437.56204,436.2517682212984,Retain
43953,0.8572319315385134,112.4965,96.43559036436254,Ignore
12232,0.952745055322091,276.47922,263.41420740035835,Retain
55686,0.537710718725959,54.325848,29.211590572229515,Ignore
26909,0.8695909500278279,113.19912,98.43692992733871,Ignore
34225,0.9301852852348438,385.31314,358.4126138440951,Retain
33707,0.9048001486210738,366.0321,331.18590254461566,Retain
15047,0.3536543612811647,117.6142,41.59477363888872,Ignore
29784,0.9528428586418887,528.1925,503.2844562657588,Retain
37419,0.9492226719330442,251.1302,238.37848252927253,Retain
45388,0.7340067613995742,230.9259,169.50117441941376,Ignore
47749,0.5363233964401928,117.6142,63.07924548521017,Ignore
47381,0.847801981613022,480.02124,406.9629586870436,Retain
